source,raw_text,clean_text,tokens,token_len,lang
youtube,Đầu tư rất OK,đầu_tư rất ổn,"['đầu_tư', 'rất', 'ổn']",3,vi
youtube,Đỉnh qw cô ơi 🥰,đỉnh qw cô,"['đỉnh', 'qw', 'cô']",3,vi
youtube,Sắp 4 tr rồi,sắp triệu rồi,"['sắp', 'triệu', 'rồi']",3,vi
youtube,Lem lem,lem lem,"['lem', 'lem']",2,vi
youtube,Rat tuyet voi seafood lol,rat tuyet voi seafood lol,"['rat', 'tuyet', 'voi', 'seafood', 'lol']",5,vi
youtube,Hóng 4tr sud quá cô oiii :33,hóng tr sud quá cô oii,"['hóng', 'tr', 'sud', 'quá', 'cô', 'oii']",6,vi
youtube,cc,cc,['cc'],1,vi
youtube,Nhìn em ăn ngon miệng quá lại khéo tay hay làm nữa...,nhìn em ăn ngon_miệng quá lại khéo_tay hay làm nữa ..,"['nhìn', 'em', 'ăn', 'ngon_miệng', 'quá', 'lại', 'khéo_tay', 'hay', 'làm', 'nữa', '..']",11,vi
youtube,tuyệt vời quá c ơi &lt;3,tuyệt_vời quá,"['tuyệt_vời', 'quá']",2,vi
youtube,thèm quá chị ơi,thèm quá chị,"['thèm', 'quá', 'chị']",3,vi
youtube,Chuẩn bị ăn mừng 4 tr sup,chuẩn_bị ăn_mừng triệu sup,"['chuẩn_bị', 'ăn_mừng', 'triệu', 'sup']",4,vi
youtube,Thik cái khúc cj ăn với lại làm mực nang á nhìn mà sướng lun,thích cái khúc cj_ăn với_lại làm mực_nang á_nhìn mà sướng lun,"['thích', 'cái', 'khúc', 'cj_ăn', 'với_lại', 'làm', 'mực_nang', 'á_nhìn', 'mà', 'sướng', 'lun']",11,vi
youtube,Cô Ko cho chồng ăn ạ,cô không cho chồng ăn,"['cô', 'không', 'cho', 'chồng', 'ăn']",5,vi
youtube,Dạ chồng em bị dị ứng hải sản ạ :(,dạ chồng em bị dị_ứng hải_sản,"['dạ', 'chồng', 'em', 'bị', 'dị_ứng', 'hải_sản']",6,vi
youtube,sắp đc 4tr sub nữa ai còn xem 0,sắp được tr sub nữa ai còn xem,"['sắp', 'được', 'tr', 'sub', 'nữa', 'ai', 'còn', 'xem']",8,vi
youtube,Chúc quỳnh và gia đình mình nhiều súc khỏe và bình an nha vuot qua đại dịch,chúc_quỳnh và gia_đình mình nhiều súc_khỏe và bình_an vuot qua đại_dịch,"['chúc_quỳnh', 'và', 'gia_đình', 'mình', 'nhiều', 'súc_khỏe', 'và', 'bình_an', 'vuot', 'qua', 'đại_dịch']",11,vi
youtube,Chị ăn khỏe thật nhìn mà ngon,chị ăn_khỏe thật nhìn mà ngon,"['chị', 'ăn_khỏe', 'thật', 'nhìn', 'mà', 'ngon']",6,vi
youtube,Ăn nhiều zay trời mà cứ ngon lành ah,ăn nhiều zay_trời mà cứ ngon_lành,"['ăn', 'nhiều', 'zay_trời', 'mà', 'cứ', 'ngon_lành']",6,vi
youtube,Chị Quỳnh tua video á,chị quỳnh_tua video á,"['chị', 'quỳnh_tua', 'video', 'á']",4,vi
youtube,"Công nhận bà ăn sợ thật,tui là 3 con tôm sú kia là ngấy lắm rồi😄",công_nhận bà ăn_sợ thật tui là con tôm_sú kia là ngấy lắm rồi,"['công_nhận', 'bà', 'ăn_sợ', 'thật', 'tui', 'là', 'con', 'tôm_sú', 'kia', 'là', 'ngấy', 'lắm', 'rồi']",13,vi
youtube,"Ăn ngon , ăn nhiều , nên giờ đầu k não nữa , miệng nó ra thúi thúi thúi.",ăn ngon_ăn nhiều nên giờ đầu không não nữa miệng nó ra thúi thúi thúi,"['ăn', 'ngon_ăn', 'nhiều', 'nên', 'giờ', 'đầu', 'không', 'não', 'nữa', 'miệng', 'nó', 'ra', 'thúi', 'thúi', 'thúi']",15,vi
youtube,Ngon svách Quynh öi ok,ngon svách quynh öi ổn,"['ngon', 'svách', 'quynh', 'öi', 'ổn']",5,vi
youtube,Con bào ngư cứ như một cái miệng khổng lồ vậy,con bào ngư_cứ như một cái miệng khổng_lồ vậy,"['con', 'bào', 'ngư_cứ', 'như', 'một', 'cái', 'miệng', 'khổng_lồ', 'vậy']",9,vi
youtube,Cong nhan nho nay an khoe that minh an chut da thay chan va ngan minh cong nhan nho nay co cai bụg chua do an gioi that,cong nhan_nho nay an khoe that_minh an_chut đã thay chan_va ngan_minh cong nhan_nho nay co_cai bụg chua do an_gioi that,"['cong', 'nhan_nho', 'nay', 'an', 'khoe', 'that_minh', 'an_chut', 'đã', 'thay', 'chan_va', 'ngan_minh', 'cong', 'nhan_nho', 'nay', 'co_cai', 'bụg', 'chua', 'do', 'an_gioi', 'that']",20,vi
youtube,"Vậy nên người ta mới làm mukbang. Chứ tưởng ai cũng làm được chắc. Muốn làm cũng ko làm được vì ko ăn được nhiều và không làm người xem có cảm giác thèm ăn, kích thích ăn.",vậy nên người ta mới làm mukbang chứ tưởng ai cũng làm được chắc muốn làm cũng không làm được vì không ăn được nhiều và không làm người xem có cảm_giác thèm ăn_kích_thích ăn,"['vậy', 'nên', 'người', 'ta', 'mới', 'làm', 'mukbang', 'chứ', 'tưởng', 'ai', 'cũng', 'làm', 'được', 'chắc', 'muốn', 'làm', 'cũng', 'không', 'làm', 'được', 'vì', 'không', 'ăn', 'được', 'nhiều', 'và', 'không', 'làm', 'người', 'xem', 'có', 'cảm_giác', 'thèm', 'ăn_kích_thích', 'ăn']",35,vi
youtube,"@YenPham-co2fs boi vay tao moi noi no gioi o hay may co hieu tao viet j ko ma may cao phim vay …,tao dang noi no sao may nhay vao cao tao …, tao ko muon mat may tra loi thay no nha",co2fs boi vay tao moi noi no gioi_o hay may co hieu tao viet gì không ma_may cao phim vay … tao đang noi_no sao may nhay vao cao tao … tao không muon mat may_tra loi thay no,"['co2fs', 'boi', 'vay', 'tao', 'moi', 'noi', 'no', 'gioi_o', 'hay', 'may', 'co', 'hieu', 'tao', 'viet', 'gì', 'không', 'ma_may', 'cao', 'phim', 'vay', '…', 'tao', 'đang', 'noi_no', 'sao', 'may', 'nhay', 'vao', 'cao', 'tao', '…', 'tao', 'không', 'muon', 'mat', 'may_tra', 'loi', 'thay', 'no']",39,vi
youtube,@YenPham-co2fs may ko thay tao dang khen no an khoe va an gioi day ah,co2fs may không thay tao đang khen no_an khoe va_an gioi day,"['co2fs', 'may', 'không', 'thay', 'tao', 'đang', 'khen', 'no_an', 'khoe', 'va_an', 'gioi', 'day']",12,vi
youtube,Chưa gì đã cẫng lên 🥲. Khổ thân cứ bình tĩnh sống đi chú bác gì đó ơi 😌,chưa gì đã cẫng lên khổ_thân cứ bình_tĩnh sống đi chú_bác gì đó,"['chưa', 'gì', 'đã', 'cẫng', 'lên', 'khổ_thân', 'cứ', 'bình_tĩnh', 'sống', 'đi', 'chú_bác', 'gì', 'đó']",13,vi
youtube,Cô ơi cho con với,cô cho con với,"['cô', 'cho', 'con', 'với']",4,vi
youtube,làm cũng cực nên ăn đáng đồng tiền bác gạo😂,làm cũng cực nên ăn đáng đồng_tiền bác gạo,"['làm', 'cũng', 'cực', 'nên', 'ăn', 'đáng', 'đồng_tiền', 'bác', 'gạo']",9,vi
youtube,"Mình xem vài clip của chị, và hơi thắc mắc 1 chút là ko biết đồ ăn sau khi quay xong có bị thừa, bỏ đi ko?",mình xem vài clip của chị và hơi thắc_mắc chút là không biết đồ_ăn sau khi quay xong có bị thừa bỏ đi ko,"['mình', 'xem', 'vài', 'clip', 'của', 'chị', 'và', 'hơi', 'thắc_mắc', 'chút', 'là', 'không', 'biết', 'đồ_ăn', 'sau', 'khi', 'quay', 'xong', 'có', 'bị', 'thừa', 'bỏ', 'đi', 'ko']",24,vi
youtube,EM NGHE CJ NÓI CHO SA ĂN<br>MÀ EM THẤY CJ ĂN KO AK,em nghe cj nói cho sa_ăn mà em thấy cj ăn không,"['em', 'nghe', 'cj', 'nói', 'cho', 'sa_ăn', 'mà', 'em', 'thấy', 'cj', 'ăn', 'không']",12,vi
youtube,Cô Quỳnh và bé Sa đáng yêu ♥,cô quỳnh và bé sa_đáng yêu,"['cô', 'quỳnh', 'và', 'bé', 'sa_đáng', 'yêu']",6,vi
youtube,Mai là ăn kiếm tiền chứ ăn mà k kiếm ra tiền chắc k ai dám nuôi..huhu,mai là ăn kiếm tiền chứ ăn mà không kiếm ra tiền chắc không ai dám nuôi .. huhu,"['mai', 'là', 'ăn', 'kiếm', 'tiền', 'chứ', 'ăn', 'mà', 'không', 'kiếm', 'ra', 'tiền', 'chắc', 'không', 'ai', 'dám', 'nuôi', '..', 'huhu']",19,vi
youtube,Sau mình  ko ưa chút nào  troi.,sau mình không ưa chút nào troi,"['sau', 'mình', 'không', 'ưa', 'chút', 'nào', 'troi']",7,vi
youtube,nhìn ngon quá đi,nhìn ngon quá đi,"['nhìn', 'ngon', 'quá', 'đi']",4,vi
youtube,flathead fish là  1 dòng cá đầu dẹp đó ban .. hôm nào bạn nấu bún mắm thử xem ngon hơn cả cá lốc đồng luon:)),flathead fish là dòng cá đầu dẹp đó ban .. hôm nào bạn nấu bún mắm thử xem ngon hơn cả cá lốc đồng luon,"['flathead', 'fish', 'là', 'dòng', 'cá', 'đầu', 'dẹp', 'đó', 'ban', '..', 'hôm', 'nào', 'bạn', 'nấu', 'bún', 'mắm', 'thử', 'xem', 'ngon', 'hơn', 'cả', 'cá', 'lốc', 'đồng', 'luon']",25,vi
youtube,Thèm lắm hả,thèm lắm,"['thèm', 'lắm']",2,vi
youtube,"Hello. Sứ mệnh của mình là giúp mọi người tận hưởng cuộc sống thành công, giàu có, hạnh phúc trọn vẹn, khoẻ trẻ đẹp. Chúc bạn luôn thành công.",hello sứ_mệnh của mình là giúp mọi người tận_hưởng cuộc_sống thành_công giàu_có hạnh_phúc trọn_vẹn khỏe trẻ đẹp chúc bạn luôn thành_công,"['hello', 'sứ_mệnh', 'của', 'mình', 'là', 'giúp', 'mọi', 'người', 'tận_hưởng', 'cuộc_sống', 'thành_công', 'giàu_có', 'hạnh_phúc', 'trọn_vẹn', 'khỏe', 'trẻ', 'đẹp', 'chúc', 'bạn', 'luôn', 'thành_công']",21,vi
youtube,Ăn xong nhớ đi sám hối đi nghe mu kẻo bửa nào nó về bu quanh đòi mạng,ăn xong nhớ đi sám_hối đi nghe mu kẻo bửa nào nó về bu quanh đòi mạng,"['ăn', 'xong', 'nhớ', 'đi', 'sám_hối', 'đi', 'nghe', 'mu', 'kẻo', 'bửa', 'nào', 'nó', 'về', 'bu', 'quanh', 'đòi', 'mạng']",17,vi
youtube,An  cho nhieu.  Duoc noi tien <br>Nhieu nam  roi. Kho. Than. Minh <br>Cai gi cung vua du. La tot. Cho minh,an cho nhieu duoc noi tien nhieu nam_roi kho than minh cai_gi cung vua du là tot cho minh,"['an', 'cho', 'nhieu', 'duoc', 'noi', 'tien', 'nhieu', 'nam_roi', 'kho', 'than', 'minh', 'cai_gi', 'cung', 'vua', 'du', 'là', 'tot', 'cho', 'minh']",19,vi
youtube,Buồn buồn xem chị ăn.. chuyển từ buồn qua thèm ăn chảy cả nước miếng oy 🤣🤣,buồn_buồn xem chị ăn .. chuyển từ buồn qua thèm ăn chảy cả nước miếng oy,"['buồn_buồn', 'xem', 'chị', 'ăn', '..', 'chuyển', 'từ', 'buồn', 'qua', 'thèm', 'ăn', 'chảy', 'cả', 'nước', 'miếng', 'oy']",16,vi
youtube,Ối trời ơi nhìn mà nó thèm áo ước cũa biết bao người chúc chị nhiều sức khoẽ,ối trời nhìn mà nó thèm áo_ước cũa biết_bao người chúc chị nhiều sức khõe,"['ối', 'trời', 'nhìn', 'mà', 'nó', 'thèm', 'áo_ước', 'cũa', 'biết_bao', 'người', 'chúc', 'chị', 'nhiều', 'sức', 'khõe']",15,vi
youtube,Ngon,ngon,['ngon'],1,vi
youtube,Hay day,hay day,"['hay', 'day']",2,vi
youtube,Cua đồng ngọt hơn,cua đồng_ngọt hơn,"['cua', 'đồng_ngọt', 'hơn']",3,vi
youtube,e bới ra một tô cơm. coi video từ đầu đợi chị Quỳnh dọn bàn hải sản mà ăn hết 2tô cơm nhưng vẫn còn thấy chị Quỳnh sơ chế hải sản 😂.,em bới ra một tô cơm coi video từ đầu đợi chị quỳnh_dọn bàn hải_sản mà ăn hết tô cơm nhưng vẫn còn thấy chị quỳnh sơ_chế hải_sản,"['em', 'bới', 'ra', 'một', 'tô', 'cơm', 'coi', 'video', 'từ', 'đầu', 'đợi', 'chị', 'quỳnh_dọn', 'bàn', 'hải_sản', 'mà', 'ăn', 'hết', 'tô', 'cơm', 'nhưng', 'vẫn', 'còn', 'thấy', 'chị', 'quỳnh', 'sơ_chế', 'hải_sản']",28,vi
youtube,Đúng là một mâm hải sản siêu to khổng lồ  ngon quá,đúng là một mâm hải_sản siêu_to khổng_lồ ngon quá,"['đúng', 'là', 'một', 'mâm', 'hải_sản', 'siêu_to', 'khổng_lồ', 'ngon', 'quá']",9,vi
youtube,Hello bạn! Ủng hộ kênh bạn 100%👍,hello bạn ủng_hộ kênh bạn,"['hello', 'bạn', 'ủng_hộ', 'kênh', 'bạn']",5,vi
youtube,Ta nói ..nó hấp dẩn quá đi ..hi hi...like..,ta nói .. nó hấp_dẩn quá đi .. hi_hi .. like ..,"['ta', 'nói', '..', 'nó', 'hấp_dẩn', 'quá', 'đi', '..', 'hi_hi', '..', 'like', '..']",12,vi
youtube,Chị ơi chị quay video đừng có con được không chị 🙂,chị chị quay video đừng có con được không chị,"['chị', 'chị', 'quay', 'video', 'đừng', 'có', 'con', 'được', 'không', 'chị']",10,vi
youtube,Ngô 🌽 của tôi thì sao chứ các nhà nghỉ quận gò công suất của mình thì mình để trở thành một người dân trong nhà,ngô của tôi thì sao chứ các nhà_nghỉ quận gò công_suất của mình thì mình để trở_thành một người_dân trong nhà,"['ngô', 'của', 'tôi', 'thì', 'sao', 'chứ', 'các', 'nhà_nghỉ', 'quận', 'gò', 'công_suất', 'của', 'mình', 'thì', 'mình', 'để', 'trở_thành', 'một', 'người_dân', 'trong', 'nhà']",21,vi
youtube,"OMG,1 bữa ăn hết đc từng này cơ,giỏi thật luôn",omg bữa ăn hết được từng này cơ_giỏi thật luôn,"['omg', 'bữa', 'ăn', 'hết', 'được', 'từng', 'này', 'cơ_giỏi', 'thật', 'luôn']",10,vi
youtube,Gui do an hai san mien phi khong chi em se tha nhieu like cho va nhieu binh luan 🏠 🏢 🏫 😉😉,gui do an hai san mien_phi không chi em se tha_nhieu like cho va nhieu_binh luan,"['gui', 'do', 'an', 'hai', 'san', 'mien_phi', 'không', 'chi', 'em', 'se', 'tha_nhieu', 'like', 'cho', 'va', 'nhieu_binh', 'luan']",16,vi
youtube,Ăn nhiều khủng khiếp vậy ?,ăn nhiều khủng_khiếp vậy,"['ăn', 'nhiều', 'khủng_khiếp', 'vậy']",4,vi
youtube,"Ăn muốn mạt luôn, người thì ko có ăn , người thì ăn ngập mặt, đã quá,thèm chảy nước, sống bên Nhật được ăn hải sản tươi,cá tươi.",ăn muốn mạt luôn người thì không có ăn người thì ăn ngập_mặt đã quá thèm chảy nước sống bên nhật được ăn hải_sản tươi cá_tươi,"['ăn', 'muốn', 'mạt', 'luôn', 'người', 'thì', 'không', 'có', 'ăn', 'người', 'thì', 'ăn', 'ngập_mặt', 'đã', 'quá', 'thèm', 'chảy', 'nước', 'sống', 'bên', 'nhật', 'được', 'ăn', 'hải_sản', 'tươi', 'cá_tươi']",26,vi
youtube,"Đứa nào có tiền đứa đó có ăn , ghen ăn tức ở hả ???",đứa nào có tiền đứa đó có ăn_ghen ăn_tức ở,"['đứa', 'nào', 'có', 'tiền', 'đứa', 'đó', 'có', 'ăn_ghen', 'ăn_tức', 'ở']",10,vi
youtube,Nhìn thì nấu lẹ mà ngoài đời thì nó lâu,nhìn thì nấu lẹ mà ngoài đời thì nó lâu,"['nhìn', 'thì', 'nấu', 'lẹ', 'mà', 'ngoài', 'đời', 'thì', 'nó', 'lâu']",10,vi
youtube,uoc gì  co hoang de an ngay bây giờ,uoc gì co hoang_de an ngay bây_giờ,"['uoc', 'gì', 'co', 'hoang_de', 'an', 'ngay', 'bây_giờ']",7,vi
youtube,Sa ăn gì vậy Quỳnh,sa_ăn gì vậy quỳnh,"['sa_ăn', 'gì', 'vậy', 'quỳnh']",4,vi
youtube,Ngon quá e ơi,ngon quá em,"['ngon', 'quá', 'em']",3,vi
youtube,Rgfs6wt3eh,rgfs6wt3eh,['rgfs6wt3eh'],1,vi
youtube,Thích xem kênh chị này chế biến món ăn ngon nhìn sạch sẽ,thích xem kênh chị này chế_biến món ăn ngon_nhìn sạch_sẽ,"['thích', 'xem', 'kênh', 'chị', 'này', 'chế_biến', 'món', 'ăn', 'ngon_nhìn', 'sạch_sẽ']",10,vi
youtube,Lâu rồi e k thấy c quỳnh ăn mâm lớn dị,lâu rồi em không thấy c_quỳnh ăn_mâm lớn dị,"['lâu', 'rồi', 'em', 'không', 'thấy', 'c_quỳnh', 'ăn_mâm', 'lớn', 'dị']",9,vi
youtube,Chị Quỳnh ơi chị có thể ăn nem cuốn được không,chị quỳnh chị có_thể ăn_nem cuốn được không,"['chị', 'quỳnh', 'chị', 'có_thể', 'ăn_nem', 'cuốn', 'được', 'không']",8,vi
youtube,ngon nha,ngon,['ngon'],1,vi
youtube,Em kia an gi vậy mà,em kia an_gi vậy mà,"['em', 'kia', 'an_gi', 'vậy', 'mà']",5,vi
youtube,Chào chị,chào chị,"['chào', 'chị']",2,vi
youtube,Chảo,chảo,['chảo'],1,vi
youtube,Em cũng i như chị em được 3k sup ăn ngon em (em ở Nhật Bản) 🍣🍣🇯🇵,em cũng như chị_em được sup ăn ngon em em ở nhật_bản,"['em', 'cũng', 'như', 'chị_em', 'được', 'sup', 'ăn', 'ngon', 'em', 'em', 'ở', 'nhật_bản']",12,vi
youtube,Ik,đi,['đi'],1,vi
youtube,Ăn quá trời vậy Quỳnh? Cái bụng bao lớn mà chứa nhiều dữ vậy?,ăn quá trời vậy quỳnh cái bụng bao lớn mà chứa nhiều dữ vậy,"['ăn', 'quá', 'trời', 'vậy', 'quỳnh', 'cái', 'bụng', 'bao', 'lớn', 'mà', 'chứa', 'nhiều', 'dữ', 'vậy']",14,vi
youtube,Xem clip của chị ăn e muốn thèm,xem clip của chị ăn em muốn thèm,"['xem', 'clip', 'của', 'chị', 'ăn', 'em', 'muốn', 'thèm']",8,vi
youtube,"ưed, what ???",ưed what,"['ưed', 'what']",2,vi
youtube,e moisbt,em moisbt,"['em', 'moisbt']",2,vi
youtube,nhìn muốn chảy nước miếng🤤🤤🤤,nhìn muốn chảy nước miếng,"['nhìn', 'muốn', 'chảy', 'nước', 'miếng']",5,vi
youtube,nhìn ngon mà em giỏ nước miếng&#39;,nhìn ngon mà em giỏ nước miếng,"['nhìn', 'ngon', 'mà', 'em', 'giỏ', 'nước', 'miếng']",7,vi
youtube,Đã quá 🤤,đã quá,"['đã', 'quá']",2,vi
youtube,mlem mlem mlem mlem mlem mlem mlem mlem mlem,mlem mlem mlem mlem mlem mlem mlem mlem mlem,"['mlem', 'mlem', 'mlem', 'mlem', 'mlem', 'mlem', 'mlem', 'mlem', 'mlem']",9,vi
youtube,Quỳnh  oi em sống  bình  dân  dễ  thương  quá  em oi,quỳnh oi em sống bình_dân dễ_thương quá em oi,"['quỳnh', 'oi', 'em', 'sống', 'bình_dân', 'dễ_thương', 'quá', 'em', 'oi']",9,vi
youtube,sa de thuong qua chi oi,sa_de thuong qua chi oi,"['sa_de', 'thuong', 'qua', 'chi', 'oi']",5,vi
youtube,Phải cho ôx ăn chung cho vui nè,phải cho ôx ăn chung cho vui,"['phải', 'cho', 'ôx', 'ăn', 'chung', 'cho', 'vui']",7,vi
youtube,Chúc cô nhiều sức khỏe,chúc cô nhiều sức khỏe,"['chúc', 'cô', 'nhiều', 'sức', 'khỏe']",5,vi
youtube,Còn ai lục lại xem chị và bị ghiền chảy nước miếng như mình không?,còn ai lục lại xem chị và bị ghiền chảy nước_miếng như mình không,"['còn', 'ai', 'lục', 'lại', 'xem', 'chị', 'và', 'bị', 'ghiền', 'chảy', 'nước_miếng', 'như', 'mình', 'không']",14,vi
youtube,Xem lại tập này e khoái gì đâu.... Thèm  😋,xem_lại tập này em khoái gì đâu .. thèm,"['xem_lại', 'tập', 'này', 'em', 'khoái', 'gì', 'đâu', '..', 'thèm']",9,vi
youtube,Bả ăn cái gì nhìn cũng ngon hết.  Nhìn Cái mỏ ăn thôi là cũng đủ ngon kaka.,bả ăn cái gì nhìn cũng ngon hết nhìn cái mỏ ăn thôi là cũng đủ ngon_kaka,"['bả', 'ăn', 'cái', 'gì', 'nhìn', 'cũng', 'ngon', 'hết', 'nhìn', 'cái', 'mỏ', 'ăn', 'thôi', 'là', 'cũng', 'đủ', 'ngon_kaka']",17,vi
youtube,Tôi làm món tô kia à ko biết muối ớt xanh mua ở đâu vậy,tôi làm món tô kia không biết muối ớt xanh mua ở đâu vậy,"['tôi', 'làm', 'món', 'tô', 'kia', 'không', 'biết', 'muối', 'ớt', 'xanh', 'mua', 'ở', 'đâu', 'vậy']",14,vi
youtube,Ngon qua cô ơi,ngon qua cô,"['ngon', 'qua', 'cô']",3,vi
youtube,Quá ngoan 👍👍,quá ngoan,"['quá', 'ngoan']",2,vi
youtube,Cô Quỳh chừng nào mới về nức,cô quỳh_chừng nào mới về nức,"['cô', 'quỳh_chừng', 'nào', 'mới', 'về', 'nức']",6,vi
youtube,Ăn kinh khủng thiệt,ăn kinh_khủng_thiệt,"['ăn', 'kinh_khủng_thiệt']",2,vi
youtube,Chị mắt cười quá,chị mắt cười quá,"['chị', 'mắt', 'cười', 'quá']",4,vi
youtube,sao dịch vẫn ra ngoài được vâỵ ?,sao dịch vẫn ra ngoài được vậy,"['sao', 'dịch', 'vẫn', 'ra', 'ngoài', 'được', 'vậy']",7,vi
youtube,Cô quỳnh ơi cô ăn hết cái đó luôn hả cô,cô quỳnh cô ăn hết cái đó luôn cô,"['cô', 'quỳnh', 'cô', 'ăn', 'hết', 'cái', 'đó', 'luôn', 'cô']",9,vi
youtube,Ngon quá,ngon quá,"['ngon', 'quá']",2,vi
youtube,Nhìn đã mắt quá cô ơi,nhìn đã mắt quá cô,"['nhìn', 'đã', 'mắt', 'quá', 'cô']",5,vi
youtube,Con cua c mua bao nhiêu vậy ạ,con cua mua bao_nhiêu vậy,"['con', 'cua', 'mua', 'bao_nhiêu', 'vậy']",5,vi
youtube,"Làm ở nhà vậy thấy sạch sẽ, ăn thoải mái an toàn",làm ở nhà vậy thấy sạch_sẽ ăn thoải_mái an_toàn,"['làm', 'ở', 'nhà', 'vậy', 'thấy', 'sạch_sẽ', 'ăn', 'thoải_mái', 'an_toàn']",9,vi
youtube,Sợ em luôn.. bụng đâu mà chưa cho hết... ăn làm sao cho hết... giỏi thật á..,sợ em luôn .. bụng đâu mà chưa cho hết .. ăn làm_sao cho hết .. giỏi thật á ..,"['sợ', 'em', 'luôn', '..', 'bụng', 'đâu', 'mà', 'chưa', 'cho', 'hết', '..', 'ăn', 'làm_sao', 'cho', 'hết', '..', 'giỏi', 'thật', 'á', '..']",20,vi
youtube,Xem chị ăn có ngày cũng chết wa. Mới ăn sông xem chị ăn cái thèm ăn nữa ai mà kèn ăn coi chị ăn là thèm ăn liền,xem chị ăn có ngày cũng chết wa mới ăn sông xem chị ăn cái thèm ăn nữa ai mà kèn ăn coi chị ăn là thèm ăn_liền,"['xem', 'chị', 'ăn', 'có', 'ngày', 'cũng', 'chết', 'wa', 'mới', 'ăn', 'sông', 'xem', 'chị', 'ăn', 'cái', 'thèm', 'ăn', 'nữa', 'ai', 'mà', 'kèn', 'ăn', 'coi', 'chị', 'ăn', 'là', 'thèm', 'ăn_liền']",28,vi
youtube,"Quay đồ ăn ngon kể ra cũng thích thật cơ ý 🤣🤣🤣 <a href=""http://www.youtube.com/results?search_query=%23quangnuoc"">#quangnuoc</a>",quay đồ_ăn ngon kể_ra cũng thích thật cơ_ý,"['quay', 'đồ_ăn', 'ngon', 'kể_ra', 'cũng', 'thích', 'thật', 'cơ_ý']",8,vi
youtube,Lâu rồi xem lại vẫn thấy thu vi,lâu rồi xem_lại vẫn thấy thu_vi,"['lâu', 'rồi', 'xem_lại', 'vẫn', 'thấy', 'thu_vi']",6,vi
youtube,Chị ơi e ở việt nam e khó khăn lm mình e nuôi 2con với mẹ giờ dịch khó khăn quá mong chị giúp e cho e xin ít tiền cho con uống sữa với ạ .thật sự mong chị giúp e với,chị em ở việt_nam em khó_khăn làm mình em nuôi con với mẹ giờ dịch khó_khăn quá mong chị giúp em cho em xin ít tiền cho con uống sữa với thật_sự mong chị giúp em với,"['chị', 'em', 'ở', 'việt_nam', 'em', 'khó_khăn', 'làm', 'mình', 'em', 'nuôi', 'con', 'với', 'mẹ', 'giờ', 'dịch', 'khó_khăn', 'quá', 'mong', 'chị', 'giúp', 'em', 'cho', 'em', 'xin', 'ít', 'tiền', 'cho', 'con', 'uống', 'sữa', 'với', 'thật_sự', 'mong', 'chị', 'giúp', 'em', 'với']",37,vi
youtube,Đàn ba ăn uống thuốc thuc,đàn ba ăn_uống thuốc thuc,"['đàn', 'ba', 'ăn_uống', 'thuốc', 'thuc']",5,vi
youtube,Kênh em là Bữa cơm gia đình 3 món ạ,kênh em là bữa cơm gia_đình món,"['kênh', 'em', 'là', 'bữa', 'cơm', 'gia_đình', 'món']",7,vi
youtube,"Chị quỳnh ơi , em làm kênh hơn 1 năm rồi mà không bật được kiếm tiền nhờ chị giúp đỡ em được không ạ",chị quỳnh em làm kênh hơn năm rồi mà không bật được kiếm tiền nhờ chị giúp_đỡ em được không,"['chị', 'quỳnh', 'em', 'làm', 'kênh', 'hơn', 'năm', 'rồi', 'mà', 'không', 'bật', 'được', 'kiếm', 'tiền', 'nhờ', 'chị', 'giúp_đỡ', 'em', 'được', 'không']",20,vi
youtube,"3,9 triệu sub rồi hóng 4 triệu quá",triệu sub rồi hóng triệu quá,"['triệu', 'sub', 'rồi', 'hóng', 'triệu', 'quá']",6,vi
youtube,Ôi eo ôi  nhìn cái  mâm tự  nhiên no luôn sao chị ăn hết  hay thật,ôi eo_ôi nhìn cái mâm tự_nhiên no luôn sao chị ăn hết hay thật,"['ôi', 'eo_ôi', 'nhìn', 'cái', 'mâm', 'tự_nhiên', 'no', 'luôn', 'sao', 'chị', 'ăn', 'hết', 'hay', 'thật']",14,vi
youtube,NHÌN KO THỂ CƯỞNG,nhìn không_thể cưởng,"['nhìn', 'không_thể', 'cưởng']",3,vi
youtube,"Rất thích cách nói chuyện của c. Tự nhiên, thiệt tình. C xứng đáng với những gì c đang có ❤️",rất thích cách nói_chuyện của tự_nhiên thiệt_tình xứng_đáng với những gì đang có,"['rất', 'thích', 'cách', 'nói_chuyện', 'của', 'tự_nhiên', 'thiệt_tình', 'xứng_đáng', 'với', 'những', 'gì', 'đang', 'có']",13,vi
youtube,chị ơi. cho thằng kho hoa sen nhà e nó liềm cái. nó thèm quá rồi,chị cho thằng kho hoa sen nhà em nó liềm cái nó thèm quá rồi,"['chị', 'cho', 'thằng', 'kho', 'hoa', 'sen', 'nhà', 'em', 'nó', 'liềm', 'cái', 'nó', 'thèm', 'quá', 'rồi']",15,vi
youtube,Cô oi cô ăn ngon quá ăn thấy thèm quá. Làm con cũng thèm quá cô oi.,cô oi cô ăn ngon quá ăn thấy thèm quá làm con cũng thèm quá cô oi,"['cô', 'oi', 'cô', 'ăn', 'ngon', 'quá', 'ăn', 'thấy', 'thèm', 'quá', 'làm', 'con', 'cũng', 'thèm', 'quá', 'cô', 'oi']",17,vi
youtube,Gần 4.000.000 sub rồi,gần 4.00.00 sub rồi,"['gần', '4.00.00', 'sub', 'rồi']",4,vi
